step,cost,qf_loss,actor_loss,observations,action
29999,2252206.218903771,10000360448.0,2672.211181640625,[ 2.54442271 -1.21182159  1.9070824   0.12375675  0.03995316  0.02601858],[-1.1051159  -0.73036784  0.52702665]
59999,2261337.5447515943,308679776.0,33480.734375,"[ 2.11208749e+00 -1.18823763e+00  2.09852952e+00  1.24401896e-01
 -2.61256209e-02 -8.19618252e-04]",[-4.4542694 -3.4061182 -2.0656564]
89999,3871615.3923585876,232983376.0,400743.5,[ 4.41919733  0.82424964  0.66012356 -0.11361391  0.25283385  0.0707761 ],[-18.274324   18.719515    1.1154501]
119999,2781748.6079273554,75526240.0,947816.75,[ 1.28432788 -1.26518545  1.64541895  0.04323714 -0.12832437 -0.01872327],[-15.361388   -5.8878136   2.8066053]
149999,3330284.2416182696,32229080.0,991386.8125,[ 2.42446984 -1.03032555  0.69969738  0.02555925  0.02728439 -0.00334808],[-21.171059    3.6606636  -7.6200604]
179999,2725177.4898080495,66697864.0,922494.3125,[-1.03144747 -1.32979366  1.36621765 -0.11190311 -0.22164928 -0.01138288],[0.54177827 0.83366716 0.24413823]
209999,2440263.057765572,84225600.0,839873.9375,[ 1.66896957  0.52797249 -0.3363485  -0.02882481  0.105934    0.0224317 ],[-14.4701185  -4.338932   -7.555772 ]
239999,2196852.9263746175,56521820.0,699824.75,[ 2.31332075  0.92630919  0.39627997 -0.03081066  0.18102542  0.0349946 ],[ -6.078818  12.641543 -11.792261]
269999,2727705.1468980736,46967132.0,595553.1875,[ 3.47241523  0.98432774  0.65881501 -0.09978194  0.17661368  0.03961316],[-18.642538   8.52407  -16.649708]
299999,2962208.938620938,47615264.0,552662.1875,[ 2.82761188 -0.82257527  1.00284454  0.08465577 -0.00796622  0.04050334],[ -6.224539 -24.97116   -8.227294]
329999,2559811.4128971086,42726664.0,754869.5625,[ 2.17608207 -1.16373588  2.20839824  0.11997793 -0.00776748 -0.00387155],[-5.767268  -0.39669   -2.0340068]
359999,2584317.813894344,50505080.0,758939.5,[ 0.53933918 -0.98431786  1.99691014 -0.02265357 -0.12809372 -0.06282074],[-0.3839041  7.288697   1.0655562]
389999,2271354.1857630014,13906932.0,825143.75,[ 2.25315481 -1.05462588  1.3263971   0.10038006 -0.01273602  0.01323393],[-6.2741833 -7.8907104 -8.48237  ]
419999,2192306.8704646854,14764666.0,821436.75,[ 2.46267075 -0.96998581  1.17782044  0.1003438   0.01493143  0.02513983],[ -5.724572 -12.009643  -7.149217]
449999,2244192.654647905,7216007.0,864973.125,[ 2.1231222  -1.09955173  1.60553134  0.11304747 -0.02149364  0.00510926],[-4.9832506 -5.014085  -7.997939 ]
479999,2230055.116605998,6437354.0,860121.4375,"[ 2.02560500e+00 -1.11760012e+00  1.75631234e+00  1.16441461e-01
 -2.95400444e-02 -5.26758737e-04]",[-3.9828367 -4.2717414 -6.4360304]
509999,2257657.1567916805,5391477.0,852503.875,[ 2.15761169 -1.10675072  1.74796345  0.11922505 -0.01441617  0.00627875],[-4.9071703 -1.6828693 -4.4929433]
539999,2257153.9212742364,7854596.5,857920.9375,"[ 2.03480387e+00 -1.11157082e+00  1.92986627e+00  1.25079839e-01
 -2.58872073e-02 -1.15068965e-03]",[-4.425361   -0.76650965 -7.134092  ]
569999,2263067.136292005,1341687.625,841045.125,[ 1.9851581  -1.11614166  1.97477823  0.12349196 -0.03667019 -0.00515652],[-5.83457   -1.3256352 -3.804722 ]
599999,2264808.0001172223,5992311.0,886215.1875,[ 1.74890761 -1.1175291   2.1653178   0.12118615 -0.06719245 -0.01773522],[-3.2642412 -6.318512  -2.2571247]
629999,2287339.490747684,4483696.0,876676.375,[ 1.6732262  -1.08798141  2.28011208  0.12159922 -0.0843366  -0.02478147],[-1.8706428 -6.531437   0.3875584]
659999,2298790.472499771,3084117.0,893143.3125,[ 1.52487659 -1.04245474  2.34947661  0.11361792 -0.11013082 -0.03576886],[-2.7455955 -8.726302   0.6752641]
689999,2305330.3050017613,11005385.0,875926.25,[ 1.56596853 -1.06498109  2.32772718  0.11253463 -0.1010126  -0.03316291],[-2.2755988  -8.884478   -0.52104205]
719999,2326383.146399647,11331327.0,857250.875,[ 1.598055   -1.08122234  2.30671583  0.11027286 -0.0962636  -0.03195136],[-4.5792317  -9.24078    -0.80261976]
749999,2309373.2445036476,2467277.0,811973.25,[ 1.73226668 -1.11079623  2.2850192   0.11855332 -0.07360588 -0.02347335],[-3.455963   -6.128135    0.11639072]
779999,2336582.487227527,3722905.5,835195.875,"[ 2.04223125e+00 -1.14155526e+00  2.16207126e+00  1.28774749e-01
 -2.66633462e-02 -1.13688516e-03]",[-0.7775424  -0.47541037 -0.09092937]
809999,2367182.0079439785,8268614.0,834824.3125,[ 2.03614356 -1.13325474  2.21379058  0.12987624 -0.02899023 -0.00243264],[-2.6740878  -0.96985847  0.20974782]
839999,2356530.2573386873,5983168.5,805900.625,"[ 2.04068631e+00 -1.14550317e+00  2.23059603e+00  1.31021627e-01
 -2.45129933e-02  1.99746673e-04]",[-3.3119779 -1.9067152 -0.0344492]
869999,2353570.3470361074,6774560.0,831143.9375,[ 1.87124011 -1.13227593  2.39867033  0.13552316 -0.0465787  -0.01001007],[-0.84657556 -6.808236   -1.5188038 ]
899999,2356683.2741878163,3064047.0,838213.9375,[ 1.79537309 -1.11925451  2.42207353  0.13131982 -0.06247369 -0.01702726],[ 1.8721229 -8.386097  -2.8669608]
929999,2391241.5664786287,4475726.0,828533.875,[ 1.92443587 -1.12465275  2.36520272  0.13188812 -0.04530562 -0.01046196],[-3.2567832 -6.3312    -0.9136665]
959999,2726980.732582074,23503646.0,813576.625,[ 3.48866124  0.39779443  0.52626292 -0.00800062  0.173148    0.05527677],[ 4.7875624 -1.0306488 -0.9714067]
989999,2378833.1169517036,8334034.0,780135.6875,[ 1.84074688 -1.10703703  2.34943648  0.12893054 -0.05285825 -0.01459792],[-3.3530734 -6.0287213 -1.1669326]
