step,cost,qf_loss,actor_loss,observations,action
26075,10550.201551182648,11475732.0,9.718685150146484,"[ 2.01911363e+01  9.37279330e+00 -3.70776856e+00 -5.78172637e-01
  1.19950197e-01  1.02249561e-01  8.00545676e-01 -2.38720500e+04
 -1.26424931e+04 -8.44632609e+02 -6.01868304e+02  7.70752841e+02
  1.30509415e+02 -2.07055470e+02  4.03982393e+03  1.87611560e+03
 -7.61914533e+02 -9.54534360e+03  3.76217840e+04  1.67430853e+05
 -4.77837069e+06 -2.53629373e+06 -1.70994620e+05 -1.20256712e+05
  1.54318508e+05  2.62477386e+04 -4.15135730e+04]",[  2.9967036 -50.20268    17.122793  -24.7186     31.392548 ]
28075,551.2661930559678,23417810.0,259.5535888671875,"[-1.09980136e+01  4.93250083e-01 -2.92917169e-01  2.10097087e-01
  5.41046462e-02 -1.49562233e-01 -9.64656955e-01  7.63606798e+03
 -5.44191503e+02  3.03442310e+04 -1.35284701e+01  3.79761701e+02
 -8.06712100e+01 -1.51889156e+03 -2.19965105e+03  1.01690122e+02
 -7.84557565e+01  5.07611615e+03 -3.33560690e+04 -1.42376756e+05
  1.52746184e+06 -1.08870395e+05  6.07660199e+06 -2.72097134e+03
  7.58320576e+04 -1.62539783e+04 -3.06997138e+05]",[-21.508698  29.409477  15.012126 -34.896053  15.694928]
28902,1187.7462470251403,754265.125,17.774456024169922,"[ 4.99805714e+01 -4.50878122e+01  2.38710886e-01 -9.99202984e-01
 -1.03325056e-02 -4.66307595e-03 -3.82739059e-02  2.30004097e+04
  6.83456545e+01  1.89371536e+05 -1.40737009e+02  3.52541980e+02
  2.24063554e+01  1.97332843e+03  9.99309012e+03 -9.01475703e+03
  2.75538849e+01  2.02240207e+03 -6.99859007e+02 -6.17058387e+04
  4.60000245e+06  1.36696882e+04  3.78934144e+07 -2.82125492e+04
  7.04788471e+04  4.46385204e+03  3.94397473e+05]",[-23.43699    -0.7897178   7.9014316  26.441298    3.3219948]
29903,14856.722078035562,4568038.0,22.86428451538086,"[-1.38241934e+01  1.78804849e+00  1.38118953e+01 -9.03026986e-01
 -1.01646392e-01 -3.98380816e-01  1.24511037e-01 -1.49549244e+02
 -6.61431920e+02  3.24298004e+03 -4.69111584e+04 -1.57145578e+04
  3.73704641e+04 -8.90685766e+03 -2.76550649e+03  3.65545577e+02
  2.74063701e+03  3.22674808e+03 -8.15555690e+04  4.67264550e+04
 -2.92067886e+04 -1.32133241e+05  6.50200000e+05 -9.39215899e+06
 -3.14790198e+06  7.48310406e+06 -1.78388591e+06]",[-18.962172   -5.4067287 -29.07069     2.1215527 -11.1671715]
30678,242.7902215673582,13856901.0,30.946231842041016,"[ 1.62649695e+01  3.01555619e+01 -1.21592760e+01  9.70774851e-01
 -1.43116693e-01  1.90390269e-01  2.94167790e-02  9.78221502e+02
 -7.50275416e+02 -1.78517315e+03  1.69908412e+03  1.97691753e+03
 -4.40045925e+04  3.78589841e+04  3.25437159e+03  6.03630628e+03
 -2.44905024e+03  5.59199684e+04 -1.25064720e+05 -4.16650969e+04
  1.95781139e+05 -1.50091808e+05 -3.57341941e+05  3.44722770e+05
  3.96873118e+05 -8.81564854e+06  7.57793412e+06]",[-2.6651022  6.974171  31.720829  -0.9927655 -9.755869 ]
31164,456.2225998278692,474728.625,12.429378509521484,"[ 1.89323732e+01 -3.32483844e+01  1.43705367e+00  8.99806524e-01
 -3.38791211e-01 -1.88662298e-01  1.99938168e-01 -8.58582568e+03
  3.11658179e+02  1.54751106e+05 -2.35770795e+01 -7.22424138e+02
  4.80152941e+01  1.24203703e+03  3.78462406e+03 -6.64628416e+03
  2.67089679e+02  2.55161008e+04  9.63277572e+03  3.52444233e+03
 -1.71733641e+06  6.23496277e+04  3.09657801e+07 -4.71237372e+03
 -1.44387743e+05  9.56759633e+03  2.48138372e+05]",[-22.991652  -7.54652   -2.63805   20.738352 -10.049525]
31704,42.96495884724121,45373704.0,536.947509765625,"[-3.23862750e+01  2.66691329e+01  1.06551345e+02  4.61640611e-01
 -7.53024610e-01 -4.68537104e-01 -1.77444440e-02  2.15583081e+02
  5.14223716e+02 -4.66313266e+03 -1.51030411e+05  1.92103722e+04
  1.20256840e+05  2.36647350e+04 -6.48063582e+03  5.37140404e+03
  2.12839414e+04 -1.15354777e+05 -4.57957628e+05 -3.15794667e+05
  4.46649564e+04  1.01500139e+05 -9.33693516e+05 -3.02324220e+07
  3.82500959e+06  2.40832261e+07  4.71709771e+06]",[-17.450697   9.456262 -42.58711   16.446648  10.360536]
32131,1675.6265350164892,31023712.0,12.399250030517578,"[-1.17079361e+01  1.93703080e+01  6.51050907e-02  9.80819080e-01
 -1.37414353e-02  1.28652455e-03 -1.94431093e-01  1.67725701e+04
 -1.86571836e+02  6.14984270e+04 -7.29367813e+01 -6.15289831e+01
  7.95772205e+01  7.43958554e+02 -2.34235880e+03  3.87719937e+03
 -7.26044079e+00 -3.87574001e+03  4.23865212e+02 -1.10623085e+05
  3.35451290e+06 -3.73093443e+04  1.23107459e+07 -1.46698705e+04
 -1.22432556e+04  1.59871976e+04  1.48892482e+05]",[-22.326511    -2.0937073   13.970594    -1.7243133   -0.16511552]
32701,160.35268598610534,42219352.0,71.39178466796875,"[ 2.16478467e+01  1.26433614e+01  1.86168401e+00  8.09858235e-01
  1.69111374e-02 -3.02180416e-02  5.85602700e-01 -1.23739300e+04
 -1.85760519e+01 -8.83069807e+04  4.25030596e+01 -4.11867714e+02
 -2.26274211e+02 -1.58826079e+02  4.33054777e+03  2.53194918e+03
  3.52674387e+02 -5.18146071e+03 -3.97187845e+03  2.46507670e+05
 -2.47473245e+06 -3.69941585e+03 -1.76735580e+07  8.54268123e+03
 -8.24036386e+04 -4.52732510e+04 -3.16935407e+04]",[22.501438  -8.205324  -2.8076882 -4.453348   1.1465709]
33248,6488.345202601077,61826216.0,318.2772216796875,"[ 2.92528441e+01 -1.27589986e+01  8.04375903e-01 -7.41091697e-01
 -2.00031004e-03  1.40287790e-02 -6.71254266e-01  3.97332738e+03
  3.69111519e+01 -1.34831326e+05 -1.79919677e+02 -9.01950322e+02
 -1.75948090e+02  1.87239654e+03  5.85208493e+03 -2.54839962e+03
  1.41586195e+02 -3.72085122e+04  1.20212649e+04  4.37194582e+05
  7.94816062e+05  7.40719529e+03 -2.69808123e+07 -3.58957884e+04
 -1.80431823e+05 -3.52963088e+04  3.74352874e+05]",[ 22.818748   -14.113626   -10.236472    15.619811    -0.48995483]
