step,cost,qf_loss,actor_loss,observations,action
29999,1144.8025824348902,0.5144963264465332,-10.187067031860352,"[ 1.45835708e-01 -1.00950854e+00  8.57435868e-01 -1.73663490e+00
  6.03405735e-01  1.65222985e-01  5.00872481e-02  1.47396292e-03
  4.69706876e-01 -1.03883129e+00]",[46.144913 32.976696]
39999,1706.6511579278842,4.502035617828369,-45.61988830566406,"[-8.38207988e-02 -9.72733304e-01  6.54558787e-01 -1.74633789e+00
  1.11227448e+00 -1.70766586e-02  4.40574776e-03 -2.18863631e-02
 -5.73735140e-04  2.21852693e-02]",[-97.493256 -23.435648]
49999,735.8053675032845,5.805697441101074,-92.1909408569336,"[ 0.60756499 -0.83057951  1.34908367 -1.04756905 -1.72309233  0.13617957
  0.02338959 -0.04907132  0.05534058  1.04637461]",[-13.127613  88.6667  ]
59999,2839.719910755125,4.879179954528809,-133.21807861328125,"[-0.48789897  0.33590427  0.11865424  1.73421261 -1.74678929  0.02063499
 -0.0858717   0.1236271  -0.09837803 -0.00334698]",[ 72.03525  -96.984764]
69999,1610.6939171171325,12.09189510345459,-187.70889282226562,"[ 0.08208921 -0.24218596  0.54712997 -0.64799174  1.12089401  0.22862956
 -1.0935214   1.05629852 -2.13203233  1.58701347]",[-17.088158   4.631998]
79999,3323.464081108965,13.771158218383789,-210.34872436523438,"[ 0.12059789  1.26450761 -1.12006724  1.74600865  1.74623455 -0.04431115
  0.01058642  0.04389454  0.00885217  0.00851989]",[83.07228 99.70018]
89999,612.8341597517749,11.395242691040039,-253.48365783691406,"[-0.18183549 -0.39596111 -0.00494578 -0.86511622  1.14017088 -0.77873528
 -1.43947537  1.63498738 -3.46118165  3.20534838]",[-23.107252  52.438335]
99999,686.4245933677496,6.106724739074707,-195.105224609375,"[-0.26947407 -0.68482867  0.24498984 -1.4646014   1.37654397 -0.03359445
  0.03072705 -0.04365785 -0.00726026  0.12167394]",[-0.36225677  0.10971811]
109999,726.3624681522296,3.959138870239258,-197.66888427734375,"[-0.19229578 -0.56845864  0.88099406 -0.3999412  -1.74592253 -0.09049011
  0.12834884 -0.14762049  0.29246888 -0.0044057 ]",[ 14.145417 -57.471424]
119999,542.739250733571,2.2041280269622803,-179.01150512695312,"[ 1.23239353 -0.30523918  2.57806444 -1.74595739 -1.67761699  0.00463035
  0.0252177   0.03789179 -0.00277956 -0.03168045]",[-33.694176  29.372248]
