step,cost,qf_loss,actor_loss,observations,action
29999,15553.233412011852,899.6173095703125,404.9089050292969,"[-3.34777808e+05  3.29917090e+05  3.40070341e+05 -3.44014434e+02
  3.48631055e+02  3.51596144e+02  1.48038534e+03 -8.69632080e+02
 -6.32472813e+03 -3.92192130e+03  6.55050262e+00  1.15987758e+00
 -2.35757152e+00]",[ 300. -300. -300.]
39999,15553.0018195166,10538.11328125,1008.2828369140625,"[-3.34773494e+05  3.29919863e+05  3.40066714e+05 -3.44011016e+02
  3.48637601e+02  3.51597379e+02  1.48038430e+03 -8.63697434e+02
 -6.31902728e+03 -3.92102396e+03  6.55484639e+00  1.16777688e+00
 -2.35418924e+00]",[ 300. -300. -300.]
49999,15552.976534866526,86905.25,1286.83447265625,"[-3.34779181e+05  3.29912144e+05  3.40066529e+05 -3.44014994e+02
  3.48626993e+02  3.51594169e+02  1.48038682e+03 -8.71057462e+02
 -6.32536240e+03 -3.92296768e+03  6.54975048e+00  1.15814251e+00
 -2.35799647e+00]",[ 300. -300. -300.]
59999,15553.041747584733,462.56390380859375,1504.8193359375,"[-3.34776338e+05  3.29916310e+05  3.40068300e+05 -3.44013956e+02
  3.48633002e+02  3.51597045e+02  1.48038406e+03 -8.65947285e+02
 -6.32269629e+03 -3.92256631e+03  6.55222717e+00  1.16308929e+00
 -2.35611442e+00]",[ 300. -300. -300.]
69999,15553.13067120476,1322.8134765625,1591.082275390625,"[-3.34779122e+05  3.29914093e+05  3.40068448e+05 -3.44014419e+02
  3.48626479e+02  3.51595107e+02  1.48038525e+03 -8.73768012e+02
 -6.32547507e+03 -3.92333576e+03  6.54912025e+00  1.15641947e+00
 -2.35837640e+00]",[ 300. -300. -300.]
9999,208992.106582677,28541.025390625,10761.537109375,"[-3.34776081e+05  3.29926597e+05  3.40063726e+05 -3.44012006e+02
  3.48643246e+02  3.51596802e+02  1.48038540e+03 -8.60615412e+02
 -6.31706273e+03 -3.92051301e+03  6.55656375e+00  1.17115950e+00
 -2.35290186e+00]",[ 300. -300. -300.]
1999,197398.5958159534,4819.4384765625,2656.7646484375,"[ 3.04785142e+05  3.30056919e+05  3.40119236e+05  3.40502663e+02
  3.48699838e+02  3.51618016e+02  1.48042496e+03 -8.68969634e+02
 -6.32337938e+03 -3.92315343e+03  6.55120274e+00  1.16066746e+00
 -2.35678936e+00]",[-300. -300. -300.]
2999,159117.6275513886,39395.17578125,4510.5126953125,"[-5.58700045e+04  3.30202813e+05  3.40200453e+05 -1.70704462e+02
  3.48788311e+02  3.51669451e+02  1.48038567e+03 -8.64622572e+02
 -6.31807649e+03 -3.92202851e+03  6.55505302e+00  1.16752002e+00
 -2.35380932e+00]",[ 300. -300. -300.]
3999,206715.9332430396,115014.0703125,6876.42138671875,"[-3.15623409e+05  3.29921061e+05  3.40067491e+05 -2.20149546e+02
  3.48636147e+02  3.51597865e+02  1.48038592e+03 -8.65883648e+02
 -6.31935087e+03 -3.92231647e+03  6.55408512e+00  1.16574623e+00
 -2.35455345e+00]",[-300. -300. -300.]
1299,2891990.719340401,1100594.25,3472.11669921875,"[-2.86516616e+04  2.60900662e+04 -1.76179660e+04 -1.06509602e+02
  1.04027546e+02 -4.81855243e+01  1.61682602e+03  2.98096482e+03
 -4.57447153e+03 -4.57521334e+03  5.85910587e+00  4.58483052e+00
  3.26676932e-01]",[ 300. -300.  300.]
2299,5554990.944092201,1610212.75,44534.44140625,"[-3.34776158e+05  3.29921157e+05  3.40065257e+05 -3.44013334e+02
  3.48637173e+02  3.51595444e+02  1.48038493e+03 -8.64411152e+02
 -6.32136291e+03 -3.92110599e+03  6.55343203e+00  1.16560394e+00
 -2.35537069e+00]",[ 300. -300. -300.]
3299,5554992.532367634,3514708.5,69776.1796875,"[-3.34775676e+05  3.29923213e+05  3.40067966e+05 -3.44012877e+02
  3.48638059e+02  3.51596969e+02  1.48038510e+03 -8.64635674e+02
 -6.32108961e+03 -3.92126557e+03  6.55351719e+00  1.16561144e+00
 -2.35526393e+00]",[ 300. -300. -300.]
