step,cost,qf_loss,actor_loss,observations,action
39999,1586.722071194706,5681667.0,28.36765480041504,[ 2.34216746 -1.11315713  0.7898594   0.13354229  0.01321868  0.02189706],[0.13782306 0.73667437 0.0856396 ]
59999,12917.986594803622,1610008.75,-77.79615783691406,[ 2.24107364 -1.25291225  1.22554892  0.14648139 -0.04293842  0.01081805],[-0.6595206 -5.697793   4.721043 ]
79999,62531.29973987775,694654.375,-1308.463623046875,[ 0.87704887 -1.27829116  1.87448075  0.04085798 -0.27396999 -0.08514118],[ 3.5474434 -7.6016774 -0.7455218]
99999,145362.13115984976,172828448.0,-35901.5859375,[ 0.14937644 -1.17339147  1.81420418 -0.06105476 -0.34720723 -0.09714406],[ 6.202311  -9.684534  -1.1692085]
119999,20868.33051206766,15108635.0,-91186.578125,[ 2.60411535 -0.81398827  0.28167081  0.09221917  0.07995873  0.06468869],[-4.082679   1.1634299  7.6206403]
39999,1583.9485836112888,5300884.0,26.65066146850586,[ 2.3361308  -1.11892338  0.81035862  0.13475833  0.01141418  0.02097823],[ 0.21140142  0.5490666  -0.50067717]
139999,122618.40521225537,1095893.5,-69846.25,[ 2.3883335  -0.59173162 -0.13544431  0.07679596  0.16001942  0.04513931],[-1.6728898  25.90332     0.32977432]
59999,1944.6056407952535,1956502.25,-31.760292053222656,[ 2.34569575 -1.12252202  0.77917513  0.12955699  0.00998857  0.02089176],[-2.0414689   0.6329388  -0.16237432]
159999,15851.03341042105,205399.34375,-61877.3671875,[ 1.94377402 -1.30775001  1.46083857  0.13302159 -0.0826683  -0.01721382],[ 3.212581  11.6589155 13.23684  ]
79999,68832.6222987599,997662.625,-1202.9737548828125,[ 1.08881036 -1.22584213  1.9604794   0.09025511 -0.23611961 -0.08991404],[ 8.254064  -6.4020777 -6.4044685]
179999,66810.66952316128,148903.015625,-30939.4453125,[ 1.58347625 -1.26547083  1.56582177  0.13186643 -0.14568373 -0.05514845],[ 11.15821   -6.644747 -10.418877]
99999,72742.95588392096,6262222.0,-19426.947265625,[ 1.91988303 -0.53349815 -0.42420965  0.03697682  0.09924145  0.0354673 ],[-12.862102   10.084089   -4.3412385]
199999,43100.267972585985,76078.265625,-13042.97265625,[ 2.04284281 -0.98324903  0.27544899  0.10950863  0.03179902  0.00389158],[ -2.250024   5.690339 -12.555258]
219999,41388.57360635531,70074.90625,-5314.2646484375,[ 1.7529583  -1.29048973  1.54232546  0.14321449 -0.10534728 -0.04298276],[10.862567   3.2798977 -1.5670685]
119999,22597.721482403107,308387.5,-30293.90234375,[ 2.41672753 -1.00969021  0.5080079   0.11402508  0.06792069  0.03747745],[-4.602147 19.25889  12.917656]
239999,16615.68497025904,99350.734375,182.28793334960938,[ 2.05318386 -1.23879164  1.0879784   0.12502389 -0.05121532 -0.02032294],[ 0.11598757  1.8738784  -6.751111  ]
139999,48328.850066367675,115940.375,-15669.447265625,"[ 2.13257531e+00 -1.18746196e+00  8.79540189e-01  1.02505837e-01
 -4.81869753e-02  1.89740838e-03]",[-14.66126     1.9415594  -8.073025 ]
259999,16847.580454871146,52326.65625,2494.791748046875,[ 2.01219747 -1.24685693  1.14079235  0.12938825 -0.07665291 -0.01947721],[ 3.3424747 -5.9552126 -4.4304457]
159999,14171.531275726467,205140.953125,-7376.38134765625,[ 1.99819802 -1.24501833  1.45564443  0.15402066 -0.05517297 -0.01165253],[-9.978137   6.9497933  8.455403 ]
279999,12929.700254069594,35110.78515625,3497.142578125,[ 2.04356631 -1.2663716   1.20649111  0.14212537 -0.06704587 -0.00675004],[ 3.6304839 -3.8670382  4.297601 ]
299999,4543.212943632235,36247.50390625,826.62255859375,[ 2.26758507 -1.20859319  1.03015964  0.1392884  -0.02126032  0.01098433],[0.16858561 1.1612233  0.65343195]
179999,25064.195738475395,48235.03125,-2216.10107421875,[ 2.195371   -1.22293376  1.19743621  0.13644762 -0.04160895  0.01056733],[-7.660633  -7.740175  -1.3831396]
319999,4104.75981270767,67977.4375,-3165.22900390625,[ 2.2642827  -1.19214536  0.99045219  0.13986814 -0.0100159   0.01236917],[ 0.07348688  1.9824449  -1.4718398 ]
199999,21932.32529973871,31170.73828125,-306.89373779296875,[ 2.05332283 -1.25812802  1.12553587  0.1268518  -0.06503837 -0.02531062],[ 1.1392148   0.32869282 -7.1056647 ]
339999,13475.556199513087,60409.05078125,-10731.28125,[ 2.39469722 -1.11073211  0.81847528  0.14847498  0.0299031   0.02342628],[ 9.092753   2.6452801 -1.8936985]
219999,10501.236343576546,24457.4765625,496.19287109375,[ 2.47848573 -1.10502158  0.78238918  0.1358867   0.03964776  0.03282456],[0.640057 3.468626 5.738022]
359999,14487.916659696419,75369.75,-12069.044921875,[ 2.29287135 -1.19683916  0.94518815  0.13523591 -0.01584384  0.0185407 ],[-2.9096906  -0.64496666 -1.7696034 ]
379999,6862.729445974632,101578.8046875,-13729.05078125,[ 2.35075419 -1.13364022  0.81697093  0.13415389 -0.00575214  0.0221569 ],[ 0.6457074  -9.373054   -0.04599198]
239999,13652.591956735081,24851.3515625,329.44708251953125,[ 2.19123548 -1.18323261  1.03111935  0.1449799  -0.04036736  0.01138114],[  1.4654503 -10.289117   -1.0545132]
399999,5463.893119176252,56619.84375,-14967.8447265625,"[ 2.35569535e+00 -1.14850622e+00  8.11248373e-01  1.31944354e-01
 -7.25613000e-04  2.22929988e-02]",[ 1.933505   -8.202518   -0.39148614]
259999,4489.4624838526215,26524.4609375,848.2647094726562,[ 2.33001781 -1.11518967  0.87332921  0.1469006   0.00985869  0.0225442 ],[ 3.0604136  -1.458872    0.10167832]
419999,26724.079589847555,81093.578125,-15304.5810546875,[ 2.4836121  -1.08901933  0.7130325   0.13878775  0.06227293  0.0375406 ],[ 6.140545 11.167329  8.527992]
279999,1879.7784770646274,17634.88671875,1048.884521484375,[ 2.3235898  -1.13697032  0.87119495  0.13834036  0.00454294  0.01757454],[ 2.7420075  -0.62239844 -0.18958925]
439999,21157.239138735415,128911.84375,-24287.57421875,[ 2.10311533 -1.21126677  1.15433812  0.14697457 -0.05363061 -0.00838962],[ 7.049541  -3.6313787 -3.4218132]
299999,1748.7373043967825,10046.875,1111.840576171875,[ 2.34719566 -1.10665379  0.7739871   0.13299773  0.01333412  0.02216267],[1.1329645  0.57010937 0.37509063]
459999,28702.684437176595,308998.1875,-34528.109375,[ 2.13871538 -1.19236329  0.97267528  0.11903121 -0.05447289 -0.00291743],[-9.199594 -9.180556 -8.715998]
479999,13671.165314128046,227120.125,-39077.78515625,[ 2.34860553 -1.05324327  0.6301979   0.11625459  0.02144858  0.02085424],[ -8.821742    2.7331753 -12.576853 ]
319999,1844.2882861868861,19811.849609375,1071.668701171875,[ 2.36831093 -1.07454104  0.71151195  0.13078925  0.02337082  0.02669009],[-0.01689298  0.13083413  0.18961951]
499999,25863.03691067203,87496.6015625,-34729.68359375,[ 2.23366719 -1.21795034  0.96724305  0.12815105 -0.02724319 -0.00780145],[  2.5551386   8.91566   -18.644012 ]
339999,1800.3185701040818,10652.24609375,1015.661865234375,[ 2.36114951 -1.07857965  0.71612496  0.13058388  0.02196157  0.02591397],[-0.34434083 -0.7209609   0.88501143]
519999,9682.773665379755,51167.24609375,-23233.97265625,[ 2.16585561 -1.22167237  1.03634094  0.12854973 -0.04682167 -0.00297617],[ -1.4934609  -5.646584  -11.452101 ]
359999,1656.8721395046005,3712.760498046875,968.7410888671875,[ 2.33991062 -1.11183522  0.7828795   0.13204736  0.01278056  0.02168116],[-0.48705488  0.6192823   0.03147626]
539999,7774.936240265328,36892.71875,-16883.203125,[ 2.22957814 -1.18739877  0.95133859  0.13410516 -0.02363574  0.00403788],[5.888211  1.3929013 1.4117297]
559999,8605.108132767788,82746.0703125,-13880.6630859375,[ 2.17002851 -1.2358299   1.16020737  0.13891489 -0.04226178 -0.00564744],[5.2091374 1.8038338 1.0346256]
379999,1692.791796657302,11249.81640625,868.2748413085938,[ 2.34096694 -1.11046203  0.78188383  0.13343778  0.01329029  0.021765  ],[ 2.9084451  0.5659647 -1.021047 ]
579999,4622.963849023693,118761.765625,-11103.755859375,[ 2.24508886 -1.21192613  1.00812672  0.13169139 -0.02888733  0.00726671],[-1.8965664  1.54067    3.3179708]
399999,1922.2909481333033,5752.359375,749.9993896484375,[ 2.34075826 -1.11316     0.79487543  0.135268    0.01340672  0.02105339],[ 3.2222335 -1.5208446 -1.2441403]
599999,7656.103463075671,40850.97265625,-8372.1982421875,[ 2.37457958 -1.13752962  0.95209504  0.13911779  0.00845381  0.02453351],[-1.656588   -0.52460694 -0.6548283 ]
419999,1776.1421738156223,15529.0634765625,721.6263427734375,[ 2.33318892 -1.12354014  0.81483603  0.13541777  0.00976414  0.02010156],[ 2.231903   -0.27098686 -2.0787046 ]
619999,21208.12997612536,47221.11328125,-8241.4443359375,[ 2.24311905 -1.2123858   1.22763509  0.13577334 -0.02000719  0.00399477],[-18.298006    8.148215   -2.0315056]
439999,1719.5041953025204,10672.513671875,740.4876708984375,[ 2.3421671  -1.11594588  0.79487421  0.13412538  0.01343871  0.02231062],[0.14047146 1.2063868  1.0317658 ]
