step,cost,qf_loss,actor_loss,observations,action
39999,13704.186571692475,30877.2734375,70.09500885009766,[ 2.2849642  -1.14423694  1.01801622  0.15502302  0.00422438  0.01665016],[ 4.302484   -1.202074    0.12956958]
59999,20248.48681430828,2623.4228515625,1395.96044921875,"[ 2.04322983e+00 -1.19006279e+00  1.74992761e+00  2.12678594e-01
 -3.91805196e-02 -1.91903460e-03]",[11.636954  -4.111089   1.0932939]
79999,14496.852423332097,2260.86376953125,3909.438720703125,[ 2.37001353 -1.13754522  0.81123852  0.1376706   0.02233049  0.0191637 ],[2.103204 7.379961 2.193361]
99999,13777.982578238278,872.6192626953125,5239.15185546875,[ 2.30599467 -1.17780934  0.92346028  0.1391197  -0.01635995  0.01848214],[ 1.7194476  -7.9248285  -0.02048649]
119999,13545.82321637018,931.9586181640625,5784.0517578125,[ 2.39795733 -1.11201513  0.83035936  0.14096058  0.02315447  0.02593544],[ 2.4203923  0.7619889 -1.4389884]
139999,13677.65306189372,511.3154296875,6014.2861328125,[ 2.39635708 -1.13352078  0.85467467  0.13842385  0.01888247  0.02418455],[-0.46361867  3.6618114  -0.51946557]
159999,13798.457261031528,655.382568359375,6006.6728515625,[ 2.33532029 -1.12831951  0.77431367  0.13290659  0.0049167   0.02031723],[ -3.2889276 -10.222152   -7.576201 ]
179999,14780.03246148682,1306.8662109375,6081.6123046875,[ 2.13010945 -1.24750418  1.21552102  0.13807861 -0.03720608 -0.00409768],[-12.488459  -2.770777  -4.109504]
199999,13507.753185308287,599.0573120117188,6261.0654296875,[ 2.42948326 -1.02763343  0.63746676  0.12673483  0.04118148  0.03313225],[ -6.1322103  -12.820344     0.10333115]
219999,13858.969402401417,334.4381103515625,6395.04248046875,[ 2.27365385 -1.18476553  0.94346134  0.13585274 -0.00588818  0.00727871],[-1.2990772  4.3491116  0.7411813]
239999,14458.141493775058,868.3159790039062,6534.14404296875,[ 2.3370447  -1.1408747   0.7972316   0.13470123  0.00338353  0.0273612 ],[ 0.50925684 -2.825926   14.943361  ]
259999,13203.017531767844,169.63990783691406,6374.0498046875,[ 2.37162487 -1.06824066  0.64526967  0.1263801   0.03074008  0.02825679],[-1.1418282  1.6307156  2.9385889]
279999,13654.919532099568,329.4209289550781,6525.486328125,[ 2.39534949 -0.90875559  0.437126    0.1194024   0.07420189  0.03499149],[ 0.26352942  8.711418   -8.669606  ]
299999,13207.795750966325,153.1732940673828,6665.60302734375,[ 2.40524374 -1.00961926  0.5924429   0.1250989   0.0466759   0.03257168],[-2.2222812  2.3192122  1.2501668]
319999,13235.546601941249,195.80308532714844,6739.51708984375,[ 2.38127905 -1.02892728  0.60733799  0.1252573   0.03965605  0.02897697],[-3.1022224  2.4029481  0.5754039]
339999,13258.839664512967,219.50711059570312,6861.76123046875,[ 2.38486453 -1.03713528  0.627639    0.12683763  0.03885672  0.02817081],[-2.6995926  3.0541687 -0.2003246]
359999,13431.540644191155,144.12240600585938,6940.13916015625,[ 2.34890731 -1.1093144   0.75673504  0.12984247  0.02008609  0.02100612],[-3.3647888  2.4354403  1.3208822]
379999,13452.008992705725,170.82870483398438,6946.43994140625,[ 2.36579286 -1.09875172  0.74368752  0.13028423  0.02393247  0.0232462 ],[-3.2011092  4.0871816  1.7111605]
399999,13492.86641123344,77.66857147216797,7003.4765625,[ 2.39456224 -1.06519611  0.680475    0.13042669  0.03486306  0.02963634],[-0.64825547  2.2896492   8.128607  ]
419999,13392.078124011348,161.2684783935547,7043.37109375,[ 2.37690592 -1.06917854  0.67628404  0.12955473  0.03284302  0.02641026],[-0.11220512  1.9631388   6.573     ]
439999,13541.849631425319,144.93463134765625,6979.857421875,[ 2.39770583 -1.02093193  0.60344095  0.12864512  0.04877205  0.02779776],[-1.0168124   4.5731964  -0.68637025]
459999,13455.130603760414,93.30925750732422,6959.4404296875,[ 2.34445712 -1.08895971  0.72625185  0.13213212  0.02442261  0.01977701],[-0.37383634  1.262782   -1.2050322 ]
479999,13401.939118281474,149.3267822265625,7040.98046875,[ 2.32694951 -1.10047531  0.74471834  0.13245474  0.01913215  0.01866625],[-0.7244724   1.4934049  -0.98903954]
499999,13311.858677240538,187.7218017578125,6968.2001953125,[ 2.38167068 -1.00095323  0.59558514  0.13246472  0.04016862  0.03012534],[ 3.1684175 -3.4839897 -3.2609243]
519999,13431.597495522654,85.54891967773438,6972.0634765625,[ 2.35840871 -1.10437155  0.73385761  0.13100652  0.0225249   0.02114138],[-0.33876914  1.9904985  -1.5267489 ]
539999,13412.535718894347,127.30952453613281,7028.33154296875,[ 2.36937935 -1.06788568  0.6720984   0.12942526  0.03426058  0.02357165],[-1.9692593   5.46571    -0.30629715]
559999,13547.095813309124,124.43572998046875,6927.05810546875,[ 2.34096434 -1.11982016  0.7878393   0.13574728  0.01696308  0.01760591],[-2.1348941  2.9152627 -0.8983218]
579999,13456.111871067875,97.511962890625,6944.16796875,[ 2.35907638 -1.09420872  0.75965262  0.13636632  0.0216807   0.02070272],[-1.051121  -4.5192585 -6.5025477]
599999,13462.97341131411,100.1000747680664,6964.24560546875,[ 2.36622727 -1.08129523  0.69362644  0.13125227  0.0260143   0.02219829],[-3.7211928 -4.365607  -6.408028 ]
619999,13614.451266213224,116.5389404296875,7010.94921875,[ 2.42584497 -1.04852197  0.61011885  0.1253634   0.04227328  0.02865622],[-6.6589274e-02  1.0022961e+01 -4.9785944e-03]
639999,13748.876496070738,62.03893280029297,6998.0361328125,[ 2.36756903 -1.09393898  0.71661302  0.13033092  0.02496888  0.02075489],[-2.5965176   2.776688    0.27900642]
659999,13460.887273168397,54.88740539550781,7036.033203125,[ 2.35711331 -1.08754934  0.7362053   0.13282176  0.02610813  0.02188775],[-0.9067517  1.5492761  0.2251005]
679999,13348.017267287574,90.44264221191406,7026.8818359375,[ 2.39456647 -1.04586623  0.66663065  0.1299194   0.03935822  0.02825958],[-0.4761431  2.287943   0.2585527]
699999,13335.598156127742,128.2576904296875,7068.5556640625,[ 2.39477211 -1.04176226  0.63405737  0.12696491  0.04160964  0.02838747],[-0.5008635  5.860406  -2.6797733]
719999,13830.687975764617,57.997928619384766,7037.70703125,[ 2.39754999 -1.02179662  0.60256225  0.12684777  0.05487129  0.02662816],[-1.0458381 14.871949  -5.79173  ]
739999,13402.201780934973,174.0887451171875,7103.62158203125,[ 2.40132561 -1.05555251  0.63912801  0.12795691  0.03622851  0.02818485],[-0.15155447  1.9725713   1.2475942 ]
759999,13252.174235178094,98.23854064941406,7046.001953125,[ 2.39139245 -1.04507393  0.64250357  0.12891679  0.03772959  0.02899261],[-0.14077462  0.93274003  1.736768  ]
779999,13237.02979714363,44.27887725830078,7061.68017578125,[ 2.3883459  -1.03559604  0.63205085  0.12832028  0.03879359  0.02959266],[1.1333425 0.2579687 2.5070825]
799999,13283.95196929867,66.19760131835938,7118.849609375,[ 2.36290416 -1.06442699  0.6697686   0.12910907  0.03057812  0.0252547 ],[0.28291678 1.7313743  0.45046493]
819999,13351.755611152628,64.4395980834961,7129.52978515625,[ 2.36371252 -1.08047085  0.68451507  0.12906597  0.02795505  0.02382781],[-0.2619317  0.8989975  1.9053972]
839999,13377.27783206183,101.01248168945312,7123.5576171875,[ 2.38174214 -1.07107763  0.66930481  0.12946604  0.0327915   0.0255339 ],[2.3485107  2.37536    0.41366783]
859999,13557.797335916237,83.40191650390625,7050.32666015625,[ 2.4103995  -1.07768016  0.69276615  0.13009974  0.03412892  0.02633814],[0.8451482 2.5256093 1.2754263]
879999,13654.967858671263,98.22528076171875,7058.85693359375,[ 2.40227519 -1.08883266  0.72445934  0.12907572  0.02778375  0.02384796],[-5.507572  -1.1944538 -3.9150448]
899999,13549.756078716073,108.74608612060547,7106.03515625,[ 2.4017619  -1.08403766  0.71087873  0.1305859   0.03013567  0.02494762],[0.60787404 0.57751846 0.84100646]
919999,13479.292395919882,77.18209838867188,7097.3759765625,[ 2.38673221 -1.09241996  0.72354982  0.13088552  0.02519359  0.02365616],[-0.25252432 -1.7024776  -1.1033465 ]
939999,14803.344285560837,106.23995971679688,7114.4423828125,[ 2.32302128 -1.11649614  0.7963114   0.1306198  -0.00300247  0.00890014],[-2.4294534 -4.6979628 -8.115338 ]
959999,13539.904500262477,83.07411193847656,7201.162109375,[ 2.35037198 -1.1165242   0.75427622  0.13012263  0.0160989   0.01960001],[-0.54879636  2.182686    0.97220504]
979999,13449.849527360002,104.84809875488281,7161.9609375,[ 2.34260649 -1.12408932  0.77938079  0.13254087  0.01216212  0.01956219],[ 2.3628638  -0.74416906 -1.1247094 ]
999999,13535.590204544893,96.01132202148438,7075.3212890625,[ 2.37546958 -1.05007313  0.64361663  0.133005    0.03806554  0.02498737],[ 5.408498   5.062856  -3.7175345]
