step,cost,qf_loss,actor_loss,observations,action
29999,941.2786428523822,0.9053938388824463,-9.001514434814453,"[ 0.45083582 -1.06153821  1.1830829  -1.72267262  0.18216458  0.08959978
 -0.03106647  0.12098801 -0.05622838 -0.21649291]",[-74.758705 -26.89067 ]
39999,2324.9371680400336,14.509580612182617,-63.62694549560547,"[-4.67745738e-01 -5.68715967e-01  7.47369446e-02 -1.74601534e+00
  1.74647468e+00 -6.64166631e-03  1.19462010e-02 -2.30210318e-02
  2.02887568e-03  5.76494382e-04]",[-36.823578  99.591156]
49999,1614.6853400200987,1519.206787109375,-610.2755126953125,"[ 1.42734925e+00 -1.41495153e-01  2.77599334e+00 -1.74622803e+00
 -1.74625876e+00 -1.19329748e-02  5.28915781e-02  6.13810304e-02
  9.36292497e-03 -9.57268745e-04]",[-24.500057 -81.08642 ]
59999,1437.8863090774673,1881.114013671875,-1324.235595703125,"[ 0.27951997 -1.28798299  1.33828055 -1.14000825 -1.74636132  0.07529939
 -0.06237653  0.12871747 -0.17100737 -0.0029411 ]",[  8.400036 -99.9313  ]
69999,1051.7585063473455,6270.0263671875,-1807.5098876953125,"[ 0.44782296 -0.42111943  0.85841903 -0.24742425 -1.56641963  0.90610326
 -1.04848622  1.66798151 -2.18804458 -0.14083335]",[-96.8129   64.49178]
79999,1726.0888747964452,4975.4814453125,-2406.37060546875,"[-5.67132998e-01  3.67340311e-01 -1.19085796e-03  1.35034143e+00
 -1.76679147e+00 -9.51636288e-01  2.02717440e+00 -2.55788653e+00
  4.56438891e+00 -8.76959819e-01]",[ 99.783394 -51.08671 ]
89999,2222.0725168060335,3958.828125,-3231.480712890625,"[-5.67230650e-01 -3.83159263e-01 -9.43768340e-02 -1.46841865e+00
  1.74633207e+00  4.34442919e-01  1.32470401e+00 -1.78338510e+00
  2.49756581e+00 -1.66355573e-03]",[65.87823 99.99405]
99999,2700.5412555688026,3027.55517578125,-3300.328125,"[-8.18075186e-01  8.43274505e-01 -2.93032218e-01  1.74577213e+00
  1.74567370e+00 -5.81996760e-02 -5.50144141e-02  8.29183670e-02
 -6.06225172e-04 -7.75071187e-04]",[27.108461 13.402385]
109999,1670.505128678316,1799.0926513671875,-2764.17822265625,"[-6.18746805e-01  8.33167870e-01 -7.51048657e-01  1.74579799e+00
  1.59770555e+00 -4.09291892e-01 -3.75291713e-02  4.80715787e-01
  6.18995222e-04 -7.26979788e-01]",[ 18.159342  -12.8811865]
119999,1327.8129307214906,1366.085205078125,-2961.1552734375,"[-0.31737189  0.70909182 -0.65468284  1.71154456 -1.37099073  0.04023223
 -0.27744029  0.54769276 -1.07082865  1.25672683]",[-23.69409    8.018375]
129999,1000.2120738870331,405.8885192871094,-2547.37451171875,"[-0.08405957  0.05591154  0.14734581  0.454844   -1.30517528  0.0739007
 -0.4480335   0.46109424 -0.7109304   0.00755726]",[-2.7856536 -1.2167877]
139999,807.0019492829299,199.54922485351562,-1855.765625,"[-0.2458666  -0.69480802  0.67902954 -0.87074489 -1.55968566 -0.01468354
 -0.02816374  0.04345569 -0.0625474  -0.08656053]",[-0.8120004   0.79640776]
149999,888.4266200652812,216.8663330078125,-1388.86181640625,"[-4.77934415e-01 -5.87018954e-01  2.72323826e-01 -1.74542890e+00
  1.74560811e+00 -1.97652858e-02  1.15305067e-02 -2.67755424e-02
 -4.41431597e-04  7.15438466e-04]",[-4.14297  12.995201]
159999,697.4525687282774,377.00665283203125,-1519.2000732421875,"[-2.57758433e-02 -9.94333610e-01  5.95555296e-01 -1.74548216e+00
  1.00414102e+00 -1.87671904e-01  1.24096759e-01 -2.26987103e-01
 -7.99655961e-05  5.44334499e-01]",[-7.2116165 -2.945358 ]
169999,2770.776142139785,192.63742065429688,-1253.5108642578125,"[-6.58484491e-01  4.09051092e-01 -1.34072630e-01  1.74566169e+00
 -1.74641418e+00 -2.09410969e-02 -1.50732779e-02  2.72481183e-02
  2.13051804e-03 -9.43948526e-05]",[ 18.878191 -92.4604  ]
179999,921.9389277991919,51.46576690673828,-965.522705078125,"[-0.38586639 -0.77133095  0.48680188 -0.79591186 -1.16191107  0.00938055
  0.07384515 -0.19092718  0.05416775  0.57655224]",[-1.4872218  -0.27684072]
189999,801.1261639942761,24.798900604248047,-663.470458984375,"[-0.61848454 -0.38657458  0.1954246   0.00637895 -1.58647637 -0.17380926
 -0.7705272   0.99228879 -1.02886643 -1.11074664]",[-35.60495  -14.213455]
