step,cost,qf_loss,actor_loss,observations,action
29999,2280833.9688230595,10863307776.0,2652.055908203125,[ 2.47793679 -1.22962483  2.08405263  0.13342652  0.03608617  0.0251029 ],[ 0.8144872  -0.6522037  -0.00504754]
59999,2231923.1939694826,330677056.0,33822.27734375,[ 2.20720198 -1.18165899  2.03342013  0.11973291 -0.00654063  0.00332241],[-5.0866866 -2.1151319 -1.7639188]
89999,3502140.628138119,242610432.0,386237.75,[ 2.29219352 -1.1424566   1.06096513  0.02497069  0.00468315 -0.01567803],[-22.861862    7.5157323 -14.970493 ]
119999,2986686.4093494006,63641660.0,942686.875,[-0.38289714 -1.21804307  1.44144966 -0.12757762 -0.18487744 -0.04104212],[-3.8312685 -6.0653114 -9.946532 ]
149999,2891932.4642476677,66587260.0,1005755.25,[ 1.23755372 -1.27383583  1.94182715  0.0653528  -0.10672184 -0.00816045],[-13.995713   -3.5742722  14.389658 ]
179999,2261046.066811179,68599744.0,979019.875,[ 1.87773476  1.0639605  -0.62269411 -0.11842353  0.11160591  0.05416361],[-7.526403   6.1265     6.2696643]
209999,2526027.388188472,89782320.0,852024.25,[ 1.93253872  1.21790192 -0.89109013 -0.15520315  0.09667337  0.05892881],[-2.628194  9.0277   10.242169]
239999,2910974.531588339,55951496.0,747267.0625,[ 4.13610914 -0.34420468  0.23944801 -0.02551673  0.14766384  0.10668346],[-5.309275 -7.30768   9.82171 ]
269999,2206628.4222020144,53382204.0,677653.125,[ 2.35876272 -1.03874841  1.52754565  0.11059107  0.03633954  0.00560157],[ 0.04310701  4.987249   -5.4251394 ]
299999,2435899.096450009,44496368.0,672237.0625,[ 3.24233368  0.3394275   0.25129042 -0.03605368  0.1723826   0.07161762],[-13.887556  13.627797  11.468523]
329999,2308878.226029121,35205024.0,754621.5,[ 2.72682329 -1.05628572  1.60021138  0.10832257  0.07954946  0.02242081],[-4.8190284  6.788478  -3.4235094]
359999,2491999.677705545,37122056.0,691301.6875,[-0.95519869 -1.09313864  1.40329111 -0.12044438 -0.16984229 -0.026767  ],[ 9.156598   9.516258  -2.3926108]
389999,2423224.326664915,36904208.0,702234.875,[ 1.2727108  -1.08848992  2.1065316   0.07821484 -0.12401905 -0.05023011],[-2.648088   0.7887368 -4.344212 ]
419999,2269777.1099259765,39453496.0,633214.875,[ 1.86554451 -1.11039305  2.02323484  0.13229604 -0.0452873  -0.01366977],[ 3.5459194  4.791976  -5.6545014]
449999,2401928.7956258547,25413536.0,739089.9375,[ 2.00099411 -1.16021669  1.72022498  0.11720953 -0.05838753 -0.00313793],[ 2.1344402 -7.350722   2.3818502]
479999,2471536.088662512,10627244.0,693868.75,[ 2.01178508 -1.17463543  1.96466707  0.11604594 -0.05356873 -0.00265809],[  1.084624   -6.3067718 -10.601239 ]
