step,cost,qf_loss,actor_loss,observations,action
29999,815.5640110696952,0.6069998741149902,-11.699785232543945,"[ 0.86555041 -0.96425266  1.80770498 -1.73059592 -1.50170781 -0.21577198
 -0.006355   -0.31862464  0.42175147 -0.09528749]",[-14.019039  14.415987]
39999,495.8524782745087,1.2071876525878906,-57.278953552246094,"[ 1.21035749 -0.6938529   2.04716989 -1.69840197 -1.04909483  0.05467724
  0.04207663  0.13853002 -0.07337586 -0.26331036]",[-1.4928141 -7.809027 ]
49999,524.9359027795877,0.45660653710365295,-94.87557983398438,"[ 1.22716226 -0.43149045  2.46565964 -1.74575908 -1.63117928 -0.02839748
  0.04718799  0.0939468   0.0056736  -0.38491237]",[-17.365038 -46.70345 ]
59999,575.6145665882872,0.17695336043834686,-109.7886734008789,"[ 1.28622752 -0.21685166  2.67489841 -1.7432872  -1.7326915  -0.0081064
  0.05341949  0.10367485 -0.03725151 -0.25379496]",[-48.38057 -57.88534]
69999,592.9054672271748,0.16714662313461304,-116.9474105834961,"[ 1.26085492 -0.23505065  2.6559654  -1.74304134 -1.74508809  0.06090363
  0.0773726   0.14487214 -0.15929175  0.04590002]",[  8.503136 -44.378475]
79999,557.2342210843052,0.23231720924377441,-121.17005157470703,"[ 1.26568908e+00 -3.31264833e-01  2.58109854e+00 -1.74378148e+00
 -1.74163128e+00 -2.71960174e-02  5.47636892e-03 -2.31172408e-03
  6.93133547e-02 -1.48399212e-01]",[  6.9850206 -42.478813 ]
89999,573.4576940108208,0.16668729484081268,-124.04405212402344,"[ 1.27638526e+00 -3.31479263e-01  2.58027554e+00 -1.74578238e+00
 -1.74301941e+00 -5.80491219e-03  3.37673283e-02  5.96805873e-02
 -2.13616558e-03 -1.70039526e-01]",[-55.21878  -21.142105]
99999,528.9450307348509,0.10430146753787994,-126.34732055664062,"[ 1.19985424 -0.55390852  2.41974178 -1.73413662 -1.73765763 -0.08262874
 -0.06435253 -0.17146906  0.23893954 -0.00857806]",[40.43013  15.112178]
109999,540.38042085583,0.11479019373655319,-128.86163330078125,"[ 1.2678157  -0.47628706  2.49390636 -1.74407854 -1.7121501   0.04143799
  0.00934705  0.02074527 -0.03610415  0.13786555]",[-27.227354  30.2365  ]
119999,534.0893368362954,0.17326205968856812,-128.5513916015625,"[ 1.23500954 -0.34273915  2.54167762 -1.72587709 -1.72431926 -0.02615072
  0.0232348   0.04279518  0.03052771 -0.25375009]",[  3.9692547 -45.23142  ]
129999,533.6961150127894,0.139605313539505,-129.62399291992188,"[ 1.25839222e+00 -5.40654452e-01  2.40726261e+00 -1.74574084e+00
 -1.70790391e+00  1.59625063e-02 -6.63025363e-03 -4.57695542e-03
  7.73387259e-05  5.57520112e-02]",[-28.112661 -41.84508 ]
139999,575.8841275202914,0.12031013518571854,-131.10975646972656,"[ 1.30493314 -0.59939122  2.31901802 -1.70035376 -1.51045247 -0.16389953
 -0.15381175 -0.39240132  0.42935861  0.12421898]",[-6.6320434  4.373173 ]
149999,549.7958102878447,0.16544875502586365,-129.3681182861328,"[ 1.24148534 -0.46112588  2.45499408 -1.68131973 -1.74218694  0.06150898
  0.0371837   0.09429477 -0.11675012  0.06726769]",[2.6529315 9.245015 ]
159999,523.9490861573405,0.09044966101646423,-129.6007080078125,"[ 1.25076238 -0.48200344  2.38245651 -1.66371911 -1.65144842  0.31170514
  0.12016246  0.36267269 -0.60044433  0.66820652]",[  5.761823 -22.107172]
169999,486.06046471434126,0.09579005837440491,-132.93212890625,"[ 1.18472943 -0.60499083  2.28317766 -1.66108595 -1.67082245  0.08098156
  0.00356667  0.06034858 -0.12979937  0.21376652]",[19.119394 34.615604]
179999,523.8604147157231,0.09516780078411102,-134.46109008789062,"[ 1.1872264  -0.64777113  2.1875318  -1.57429054 -1.70199065  0.01314112
 -0.0202423  -0.03851848  0.01692305  0.21275708]",[-37.1701   24.78007]
189999,507.5414017852328,0.094564288854599,-134.85787963867188,"[ 1.17794411 -0.63784753  2.25952081 -1.70548616 -1.6667467  -0.26016625
 -0.08981854 -0.33068291  0.51219712 -0.54053338]",[22.245415  -7.6538615]
199999,444.65433719960345,0.06654872745275497,-135.2081756591797,"[ 1.05104494 -0.583051    2.06477904 -1.34709367 -1.52744688 -0.44541873
 -0.08150927 -0.48207942  0.81891939 -0.79603944]",[35.035767 52.424995]
209999,398.9548616738808,0.09854459762573242,-138.05587768554688,"[ 0.96626046 -0.53451063  2.01624358 -1.16753537 -1.61815354 -0.23308832
 -0.03819605 -0.18974261  0.39216645 -0.58782242]",[66.21163  15.384443]
219999,375.8693727762722,0.12370193004608154,-141.6149139404297,"[ 0.88961109 -0.51177064  1.98621914 -1.0710347  -1.64449449 -0.153801
 -0.02288259 -0.13194123  0.26174992 -0.33736609]",[-3.9841678 -8.598739 ]
229999,437.20178444405377,0.1528051346540451,-148.8278350830078,"[ 1.06793718e+00 -6.59506217e-01  2.08938851e+00 -1.36072320e+00
 -1.74573974e+00  2.68723783e-02 -1.28725207e-03  2.16594147e-02
 -2.99673421e-02  4.19432886e-02]",[-7.9301186  9.277327 ]
239999,447.09237953892483,0.20467576384544373,-150.42352294921875,"[ 0.98688791 -0.78004899  1.93547259 -1.37554417 -1.64769118  0.25356835
  0.01329414  0.31148675 -0.45672707  0.24100444]",[22.488321  8.323562]
249999,381.2552467097052,0.1094541847705841,-148.84991455078125,"[ 0.9016135  -0.71041393  1.90745401 -1.22839481 -1.73614129 -0.06433791
 -0.00962134 -0.06294556  0.11366996 -0.12535008]",[-34.27131  -79.297935]
259999,374.05650097937155,0.16103476285934448,-147.47767639160156,"[ 0.908571   -0.59446611  1.98959179 -1.07332741 -1.74638299  0.093847
  0.02001902  0.12750112 -0.15277732  0.01353466]",[-1.9787046 -9.219962 ]
269999,351.661708809247,0.12305274605751038,-147.58102416992188,"[ 0.88485136 -0.5223303   1.97413935 -0.95449286 -1.74619342 -0.02973388
 -0.00362522 -0.04743023  0.07863567  0.00346913]",[ 29.702738 -62.163292]
279999,304.43859967107034,0.12985900044441223,-149.73031616210938,"[ 8.56860628e-01 -5.36331650e-01  1.88526243e+00 -8.88073401e-01
 -1.74631726e+00 -5.35145497e-02  1.54129323e-03 -7.72398595e-02
  1.28837533e-01  1.63207410e-02]",[ 37.16756  -44.302002]
289999,311.3033676495468,0.1003069207072258,-152.97427368164062,"[ 8.32893743e-01 -5.30554438e-01  1.85930085e+00 -8.25539057e-01
 -1.74590866e+00 -7.32394981e-02  2.40675357e-04 -1.02431061e-01
  1.54517795e-01  1.34763896e-02]",[-56.00772 -34.93622]
299999,292.5477048441975,0.13803696632385254,-154.4407958984375,"[ 0.68608331 -0.57364768  1.66028731 -0.6079753  -1.74607273 -0.19385339
  0.03756455 -0.23168002  0.37431459 -0.01903586]",[ -2.0740163 -19.451927 ]
309999,362.334701425144,0.1230747252702713,-158.01513671875,"[ 0.59605318 -0.82673551  1.51686334 -0.78543433 -1.74234521 -0.03913315
  0.02496419 -0.05857257  0.11094282  0.04113049]",[-54.129475  24.429407]
319999,568.1986114218373,0.1557597815990448,-158.55386352539062,"[ 0.45935514 -1.1627208   1.4365342  -1.22108056 -1.74555386  0.1927321
 -0.09334125  0.30947461 -0.41132281 -0.01094736]",[-36.62932  -69.689316]
