step,cost,qf_loss,actor_loss,observations,action
25284,[8220.539],973456.375,-141.42813110351562,[-11.22363546  -3.57921745 -38.97733533   0.41941348],[-18.136877]
29426,[14235.574],17041.8203125,249.1283416748047,[ 5.19744286  0.28456776  5.64611471 -6.65794331],[0.92620695]
39320,[12731.162],11961.5546875,18.819835662841797,[ 2.14612272 -3.21356374  0.21120159 -5.74948274],[5.050033]
49229,[10831.081],8680.501953125,-72.83686828613281,[ 0.25969305  2.58646717 -0.57465356 -4.84874801],[-2.383632]
59212,[11945.512],9992.6669921875,-301.73406982421875,[ 2.97255692  2.74795551  5.26906982 12.62832024],[9.577986]
69212,[11333.187],7132.6162109375,-516.412353515625,[-0.60927435  1.55448245 -0.21440052  0.49064706],[0.23701653]
79172,[11303.955],7921.939453125,-596.579345703125,[0.00344449 2.99927916 0.04333306 2.0418434 ],[4.0598288]
89157,[7898.0728],11918.2890625,-817.0614624023438,[ 0.52336565  1.3126434  -0.17272159 -4.65441658],[-1.2495886]
99104,[3478.0015],12221.482421875,-2275.78955078125,[-4.28892948  0.12258274 -0.3951927   0.36910403],[-0.5124304]
109032,[4694.1045],27848.98046875,-3247.07763671875,[-2.9760351   0.13156519  0.65180694 -2.0181939 ],[2.5852113]
118964,[2229.2659],7846.50146484375,-4155.1142578125,[-2.64670441  0.02076598 -0.64984421  1.07063845],[2.004718]
128964,[2496.238],5835.63671875,-4746.154296875,[-1.55273339 -0.17585014 -0.32485458  0.69572514],[-2.207909]
138964,[2356.9653],19812.443359375,-5100.10595703125,[-1.44179553  0.08114166 -0.85270341  0.96476711],[-0.7683769]
148931,[2920.3367],3390.83349609375,-5398.98779296875,[-1.63362282  0.01247603 -2.25554904  4.31001636],[-3.4764585]
158853,[2333.1775],9923.37109375,-5554.60888671875,[-6.94003776e-01 -2.19532623e-03  1.94867674e+00 -3.95424937e+00],[5.320182]
168722,[2485.4973],7901.43603515625,-5679.81396484375,[-0.89464841 -0.05793524 -1.47882423  1.47375433],[-2.8345282]
178683,[1983.892],5860.7490234375,-5839.5576171875,[-0.46608465 -0.13515479 -0.5772217   2.57846125],[-3.8664737]
188683,[2438.4272],3577.82421875,-5943.048828125,[-0.82280633  0.10104925 -0.81661249  1.30339401],[1.6593093]
198622,[2427.7488],6811.998046875,-5905.01513671875,[-1.152605    0.29938426 -1.10033125  1.90394015],[-0.5714531]
208622,[1989.1013],6790.9228515625,-6052.71728515625,[-0.35143811 -0.2529721   0.51180761 -0.48997104],[-0.49150714]
218622,[2438.7188],3249.435546875,-6136.2802734375,[-0.45570629  0.18710513 -0.69898534  0.75519587],[0.924987]
228545,[2662.9075],3156.62451171875,-6182.6337890625,[-1.11337224  0.19764888  1.53051147 -2.12688437],[1.3073562]
238545,[2706.0237],2794.220703125,-6265.3212890625,[-0.89402973  0.35279308 -1.97523038  3.83828073],[-2.9572053]
248545,[2306.1582],2780.12451171875,-6320.4892578125,[-0.2672103  -0.01377259 -1.12756273  2.42607796],[-1.7603519]
258545,[2747.286],3196.864501953125,-6381.74462890625,[ 0.32945668  0.06520946 -2.70010422  3.41168404],[-1.8919623]
268501,[3056.9854],10042.763671875,-6269.875,[ 0.4458672   0.071625    0.70751175 -0.45038378],[3.660449]
278501,[2186.7886],3400.024658203125,-6439.65478515625,[ 1.2198767  -0.09493422  0.20304088 -0.10704756],[-1.1151922]
288488,[2528.2854],3941.7705078125,-6484.0234375,[ 1.02951529 -0.27313721 -1.2784478   0.38582821],[-0.81478083]
298488,[2944.0183],3435.7607421875,-6585.3076171875,[ 0.08260072 -0.22323397  1.27092925 -4.41166067],[3.3436387]
308403,[2527.7134],2954.557373046875,-6600.658203125,[ 0.95307504 -0.2887617   0.03070397  1.36996561],[-2.6895742]
318403,[2619.1777],3314.771240234375,-6645.91845703125,[ 0.27949242  0.23785815  0.62951776 -1.63810898],[3.5806656]
328403,[3026.2673],3243.62939453125,-6702.9033203125,[ 0.60113102  0.19255315 -1.90639404  1.43199197],[-1.4864392]
338324,[2892.884],2761.65576171875,-6709.5859375,[-0.18823882 -0.08997557  0.67161952 -1.39196573],[2.5620587]
348324,[2759.4849],4094.169921875,-6716.1357421875,[ 0.13137596 -0.19031032  0.35251324 -0.77812887],[-0.897189]
358324,[2672.9187],2892.2470703125,-6781.59814453125,[ 0.45254944  0.39587961 -0.21058301  0.00391641],[1.1384193]
368324,[2495.635],4055.035888671875,-6752.0400390625,[ 0.03435849 -0.03821321 -0.42609952  0.23167385],[-0.07944153]
378267,[2670.1494],3929.49755859375,-6783.42578125,[ 1.38992522  0.05587675 -1.20731144  0.94372524],[1.1529623]
388267,[2694.262],2417.50048828125,-6795.0673828125,[ 0.08440113 -0.14711707  1.20373938 -1.1891215 ],[0.78385234]
398267,[2155.5764],2828.8232421875,-6830.3681640625,[-0.453827    0.14205885 -0.90879273  0.2707011 ],[-0.41666314]
408267,[2532.947],3026.298095703125,-6828.6220703125,[-0.56550129  0.12936363 -3.28670955  6.0258557 ],[-3.4347036]
418267,[2439.2834],1877.080322265625,-6871.3740234375,[ 0.36239982 -0.25866976  0.48908977  0.76086216],[-2.743206]
428188,[2682.809],2808.761962890625,-6862.67724609375,[-0.77851556  0.13244024  1.74173448 -1.91666425],[3.9464965]
438188,[3062.3657],5363.70947265625,-6860.275390625,[ 1.78717995 -0.08555693  1.07651048 -2.37051122],[4.507809]
448188,[7559.7886],4050.76171875,-6847.24609375,[-0.3827804   0.03245645 -1.02550812  0.73021462],[2.3944957]
458188,[2806.2192],3094.833984375,-6888.3388671875,[ 0.21029118 -0.16020035 -4.03432375  4.93888308],[-4.611227]
