step,cost,qf_loss,actor_loss,observations,action
29999,[16526.04],132656.8125,771.6671752929688,[-0.47447789  3.86101976 16.67688973 -2.02690901],[6.1083837]
39999,[12016.22],14653.853515625,511.55267333984375,[ 3.42235885  3.08548384 -2.0229514  -2.4882907 ],[-0.8044058]
49999,[9830.62],12517.03125,1320.81982421875,[-0.61653075  3.10175847  0.64864943  0.14152338],[0.85601676]
59999,[9839.2295],25203.00390625,1368.20703125,[ 0.17849672  3.24937695 -0.12695056  5.47594977],[0.50665677]
69999,[11374.176],4465.33544921875,665.7130126953125,[-0.98397271  2.73024649 -0.75404728 -4.67928118],[-2.1273696]
79999,[11413.796],11983.240234375,398.61328125,[-1.65284753  3.48688712  2.96970495  8.82195106],[4.1325]
89999,[10916.33],8587.7841796875,124.10767364501953,[-0.72974932  1.93889413  1.53284578  1.5482812 ],[1.6510919]
99999,[10603.934],9328.5625,-73.46443176269531,[ 0.13002095  1.78636265 -1.12403093 -3.05368522],[-1.1323752]
109999,[11075.7],9188.1416015625,-155.93252563476562,[-1.31006168  3.39364985  1.94809384 -0.09598837],[2.1674728]
119999,[14957.123],9373.0322265625,-260.58221435546875,[0.52814501 2.42235102 0.03071606 6.77614679],[-1.7827381]
129999,[12649.151],9641.0234375,-371.7198486328125,[-0.87870666 -3.41635011 -1.93394719  0.72462845],[-3.6530485]
139999,[10157.07],8084.833984375,-476.1885681152344,[1.5792277  2.8107419  0.70029159 0.43159512],[0.293542]
149999,[9947.113],11625.1875,-312.61572265625,[-1.11185077 -0.68203598 -0.92917458 -4.64763427],[2.335884]
159999,[11286.442],6031.2041015625,-584.0886840820312,[-0.71685543  2.07258862 -1.06043267 -6.10029325],[0.03669886]
169999,[7072.888],16173.861328125,-774.6322021484375,[-0.20901541 -0.74018959 -5.75910386  1.22162391],[-2.2191155]
179999,[3719.7764],19874.0859375,-1864.759521484375,[-4.57692299 -0.17201772 -0.48383008  2.28728501],[-5.667659]
189999,[3015.0674],12671.755859375,-3159.94775390625,[-3.46690943 -0.01581788 -0.63900651  0.90616237],[-1.5285933]
199999,[2272.821],14767.5908203125,-4003.559326171875,[-2.42246926 -0.01419746 -1.50716269  3.619999  ],[-5.4915743]
209999,[10318.375],1755418.75,1406.858154296875,[-0.27244803 -2.85773807 -1.37207813 -9.10112182],[1.9829768]
219999,[11235.715],203978.96875,2935.58349609375,[-3.98910951  2.48740288  1.41514064  4.66792504],[2.8702888]
229999,[9879.811],13048.341796875,1118.3819580078125,[0.80779175 2.61183571 0.92923637 1.93580374],[3.416827]
239999,[9895.842],33138.1796875,1931.1959228515625,[ 3.54312367 -3.13367162 -0.84614248 -0.32559448],[-2.3975813]
249999,[10093.97],6172.47900390625,1657.597412109375,[ 1.05675403  1.91601091 -0.50716424  2.42384292],[-4.0480056]
259999,[10407.047],10831.615234375,1088.488037109375,[ 0.53453398  1.74012287  0.83304424 -1.43518385],[6.712552]
269999,[1989.3456],9451.24609375,-1320.394775390625,[ 0.01114652 -0.12933797 -1.33842372  2.61766253],[-3.7155657]
279999,[2154.7446],7619.00341796875,-2987.6640625,[-0.71884901  0.11952503  0.98737384 -2.50968033],[5.349494]
289999,[2084.6182],30559.96875,-3896.20654296875,[-0.47683672  0.01521972 -0.22434145  0.91091754],[-1.7380599]
299999,[2171.3958],4454.62890625,-4859.5224609375,[-0.38396698  0.14005256  1.19375949 -2.36589801],[3.8023832]
309999,[2953.0474],3911.251708984375,-5307.8330078125,[ 1.14483572 -0.17095567 -0.24485312  0.82383611],[0.13121134]
319999,[2128.157],3353.785888671875,-5631.9296875,[-0.29309433  0.19667803 -0.63398898 -0.0791613 ],[3.8804326]
329999,[2536.9075],6460.27294921875,-5923.99658203125,[ 0.33704397 -0.38528361 -2.63501492  2.56631826],[-1.7202941]
339999,[2627.7021],2893.22607421875,-6159.2109375,[ 0.3685214  -0.17458463  0.01982104 -0.85727654],[0.41937563]
349999,[2832.8354],3614.8916015625,-6324.0224609375,[-0.59789978  0.23357743  0.17977854  0.35188817],[-0.9463168]
359999,[2824.5127],3273.728759765625,-6453.56005859375,[ 0.39357861  0.25226281  0.13785519 -1.47815527],[4.985838]
369999,[2205.696],5277.38720703125,-6483.58349609375,[-0.00991754  0.06869007  1.62157649 -1.32110694],[-0.23951085]
379999,[2795.065],3117.07177734375,-6599.8720703125,[ 0.28225155  0.12895337 -0.70205527  2.28262238],[0.8863014]
389999,[3217.564],3575.8984375,-6672.61083984375,[-5.12181581  0.77966106 -0.28796941  2.44936607],[0.06152353]
399999,[2352.9536],4370.818359375,-6709.45263671875,[ 0.53698976 -0.09976387 -1.39634375  2.46291296],[-1.5538762]
409999,[3110.8638],3983.10400390625,-6773.0634765625,[ 1.36224206 -0.42158246  1.62682645 -1.91406423],[1.0866368]
419999,[2561.705],2806.97021484375,-6797.04345703125,[ 0.04923082  0.44339257 -0.80723898  1.92059459],[0.57348454]
429999,[3338.9622],3693.96044921875,-6846.3427734375,[-0.35882873  0.28710863 -2.81853504  4.45568855],[-5.1541224]
439999,[3079.8823],2260.26708984375,-6860.671875,[-0.78147561  0.33502256 -0.10778358  0.55171571],[5.0763454]
449999,[2474.17],4382.72509765625,-6897.6064453125,[ 1.56837621 -0.06505524 -0.61802574 -0.15180608],[-1.7136178]
459999,[9383.943],131470.859375,-2607.505126953125,[-0.07580738  3.80453519  1.74838008 -0.99425735],[0.85501367]
469999,[9793.859],10658.953125,-760.525390625,[ 0.18979862  1.9889979  -1.57132109 -3.36335914],[-3.340915]
479999,[9810.051],297083.25,1107.0401611328125,[-0.61635379  2.27033786  0.23084187  7.20073161],[2.0318875]
489999,[10231.241],104291.4453125,2057.4599609375,[ 0.91680326  3.38709555  1.39608694 -0.42063276],[2.8120017]
499999,[9962.386],5782.04296875,1448.185546875,[0.62437747 3.59129322 1.06193872 1.49088475],[3.7834918]
509999,[10277.013],115712.515625,1798.3505859375,[0.82923597 3.22069677 1.23220843 1.62640891],[1.1556598]
519999,[10090.297],29443.390625,1477.97509765625,[0.14335127 2.61385762 0.1796062  3.71337642],[-2.8901389]
529999,[10289.698],8806.0185546875,1352.999755859375,[ 0.00645145  1.96222493 -0.54933187 -6.19757946],[0.5477782]
539999,[10121.123],45141.046875,1322.96923828125,[ 0.09982641  2.50545151 -0.11302     7.29371235],[-3.1347377]
549999,[10615.276],146865.65625,1201.7412109375,[-0.12382444  3.21293119  0.88105997  7.18144931],[7.201603]
559999,[10973.695],11746.244140625,730.345458984375,[-0.32789485  2.43138144 -1.334138   -8.76859725],[-0.7811146]
569999,[7816.159],13949.171875,594.2521362304688,[ 0.02514294  2.95679217  0.47520009 -8.67296454],[-1.9749491]
579999,[2363.193],21539.494140625,-485.7870178222656,[-3.17310281  0.05268977  0.10892325  0.25197822],[0.43999472]
589999,[2982.5923],9980.181640625,-1677.685546875,[-3.07835969  0.03937168 -0.40345376  0.70274339],[-1.7970488]
599999,[3086.106],8043.873046875,-2741.716064453125,[-3.3943794  -0.02684152  0.54939591 -0.23510295],[-1.3436412]
609999,[2524.082],7308.01953125,-3733.87890625,[-2.09054129 -0.18139947 -0.38149311  1.23011984],[-2.3744962]
619999,[2521.6047],5034.7626953125,-4377.4541015625,[-2.22877814  0.12589842  0.25728019 -0.37338626],[1.3832334]
629999,[3801.2302],6380.5546875,-4709.99951171875,[-1.75873321 -0.09695902 -1.04745879  2.36947774],[-3.9514093]
639999,[2549.1387],4555.9794921875,-5173.6513671875,[-1.48108125 -0.03821321  0.79981065 -2.22727069],[1.4429595]
649999,[18077.803],275308.90625,-4795.634765625,[-1.41415094  2.41183202  5.68368244  9.80283666],[-1.5147768]
